,target,situation,location,gc_id,fruit_situation_id,number_of_fruit,month_creation_date_answer,day_creation_date_answer,hour_creation_date_answer,year_creation_date_global,month_creation_date_global,day_creation_date_global,hour_creation_date_global,month_creation_date_request,day_creation_date_request,hour_creation_date_request,AP 0,favorite_fruit 0,hobby 0,hobby 1,green_vegetables 0
292,2,-1,6,20,50,-1,3,13,8,2019,3,19,11,3,13,8,True,False,True,False,False
293,1,-1,18,10,10,-1,1,4,9,2018,4,9,7,1,4,9,True,False,True,False,True
294,0,-1,83,40,170,-1,3,2,14,2019,3,1,18,3,2,14,True,True,True,False,True
295,1,-1,36,10,200,-1,2,14,10,2018,10,17,10,2,14,10,True,False,True,False,True
296,0,10,96,40,200,1,2,12,11,2019,1,23,11,2,12,11,True,True,True,False,True
297,0,-1,55,10,170,-1,1,5,21,2019,1,3,9,1,5,21,True,False,True,False,True
298,1,-1,81,20,10,0,2,5,13,2017,3,20,0,2,5,13,True,False,True,False,True
299,1,-1,93,20,10,0,3,26,7,2018,9,14,12,3,26,7,True,False,True,False,True
300,2,-1,14,20,120,0,2,6,13,2019,2,1,14,2,6,13,True,False,True,False,False
301,0,-1,87,100,10,-1,1,25,14,2018,2,11,16,1,25,14,True,True,True,False,True
302,0,-1,36,10,200,0,1,8,11,2018,9,13,10,1,8,11,True,False,True,False,True
303,1,-1,81,10,10,-1,1,21,12,2018,6,29,13,1,21,12,True,False,True,False,True
304,2,-1,96,30,200,-1,1,18,19,2019,1,8,8,1,18,19,True,True,True,False,True
305,0,-1,34,100,200,-1,1,8,13,2018,1,2,12,1,8,13,True,True,True,False,True
306,0,-1,96,10,130,-1,3,4,14,2018,12,7,9,3,4,14,True,False,True,False,True
307,2,-1,81,10,50,-1,1,2,16,2018,6,29,10,1,2,16,True,False,True,False,True
308,0,-1,13,10,10,-1,2,26,15,2018,7,15,10,2,26,15,True,False,True,False,True
309,0,-1,45,10,200,0,1,13,8,2018,10,24,10,1,13,8,True,False,True,False,True
310,0,-1,58,20,120,-1,3,27,8,2019,3,27,8,3,27,8,True,False,True,False,True
311,0,-1,315710,60,200,-1,3,7,18,2018,7,18,15,3,7,18,True,True,True,False,True
312,1,-1,70,10,200,-1,2,10,13,2019,1,26,18,2,10,13,True,False,True,False,True
313,2,-1,30,10,10,-1,3,5,13,2018,5,11,9,3,5,13,True,False,True,False,True
314,1,-1,63,10,10,-1,3,3,9,2019,1,22,18,3,3,9,True,False,True,False,True
315,0,-1,51,10,10,0,3,13,14,2018,5,5,16,3,13,14,True,False,True,False,True
316,0,-1,68,20,200,-1,3,27,14,2018,1,29,15,3,27,14,True,False,True,False,True
317,0,-1,45,10,10,0,2,15,10,2018,9,28,8,2,15,10,True,False,True,False,True
318,0,-1,70,10,200,-1,2,5,18,2018,12,20,13,2,5,18,True,False,True,False,True
319,0,-1,35,10,200,-1,2,2,9,2019,1,31,15,2,2,9,True,False,True,False,True
320,0,-1,61,20,200,-1,3,9,9,2019,1,9,16,3,9,9,True,False,True,False,True
321,1,-1,63,10,10,0,2,22,17,2018,11,28,18,2,22,17,True,False,True,False,True
322,1,-1,43,100,10,-1,2,13,15,2019,2,3,12,2,13,15,True,True,True,False,True
323,0,-1,94,30,200,-1,3,11,9,2019,2,25,13,3,11,9,True,True,True,False,True
324,1,-1,70,10,200,-1,1,22,13,2018,10,6,13,1,22,13,True,False,True,False,True
325,0,-1,70,10,200,0,1,22,12,2017,10,11,13,1,22,12,True,False,True,False,True
326,0,-1,87,10,160,-1,1,14,7,2017,12,30,15,1,14,7,True,False,True,False,True
327,0,-1,43,10,160,-1,1,22,13,2018,8,27,9,1,22,13,True,False,True,False,True
328,0,-1,38,10,200,-1,2,5,15,2019,1,17,15,2,5,15,True,False,True,False,True
329,0,-1,45,40,160,-1,1,17,14,2018,11,6,16,1,17,14,True,True,True,False,True
330,2,-1,36,60,10,3,1,7,9,2018,9,4,11,1,7,9,True,True,True,False,True
331,1,-1,70,10,200,0,3,30,13,2019,2,6,8,3,30,13,True,False,True,False,True
332,0,-1,34,30,200,-1,2,11,10,2018,12,10,20,2,11,10,True,True,True,False,True
333,1,-1,100,10,200,-1,2,10,8,2019,2,8,9,2,10,8,True,False,True,False,True
334,0,-1,69,10,200,-1,2,26,10,2019,1,28,11,2,26,10,True,False,True,False,True
335,1,-1,51,120,170,0,1,31,17,2018,10,31,22,1,31,17,True,False,True,False,True
336,0,-1,60,20,200,0,3,19,18,2019,2,9,8,3,19,18,True,False,True,False,True
337,1,-1,13,10,200,0,3,29,20,2016,12,3,0,3,29,20,True,False,True,False,True
338,1,-1,70,10,200,0,2,5,16,2018,3,19,13,2,5,16,True,False,True,False,True
339,0,-1,68,20,200,-1,1,30,21,2018,2,17,9,1,30,21,True,False,True,False,True
340,1,-1,69,20,10,-1,1,10,10,2018,12,19,9,1,10,10,True,False,True,False,True
341,0,-1,100,10,200,-1,1,31,5,2019,1,30,4,1,31,5,True,False,True,False,True
342,0,-1,73,10,170,0,3,22,15,2018,4,30,7,3,22,15,True,False,True,False,True
343,1,-1,61,10,10,0,2,27,16,2017,7,17,0,2,27,16,True,False,True,False,True
344,0,-1,99,10,120,-1,3,20,13,2019,2,12,12,3,20,13,True,False,True,False,True
345,1,-1,93,10,10,-1,2,20,7,2018,11,21,0,2,20,7,True,False,True,False,True
346,1,-1,61,20,170,0,1,10,8,2017,11,25,0,1,10,8,True,False,True,False,True
347,1,-1,50,10,10,-1,1,14,9,2018,4,16,10,1,14,9,True,False,True,False,True
348,0,-1,92,30,200,-1,2,24,11,2019,2,20,16,2,24,11,True,True,True,False,True
349,1,-1,70,10,200,0,2,21,20,2018,3,19,13,2,21,20,True,False,True,False,True
350,2,-1,78,40,120,1,2,1,7,2019,2,1,7,2,1,7,True,True,True,False,True
351,1,-1,92,10,200,-1,2,12,10,2019,2,12,10,2,12,10,True,False,True,False,True
352,1,-1,79,20,190,0,3,21,9,2019,3,21,9,3,21,9,True,False,True,False,False
353,1,-1,93,10,10,0,1,28,7,2018,10,2,6,1,28,7,True,False,True,False,True
354,2,-1,92,60,50,6,1,18,10,2018,11,2,11,1,18,10,True,True,True,False,True
355,1,-1,13,10,160,-1,1,27,22,2019,1,27,22,1,27,22,True,False,True,False,True
356,0,-1,70,10,200,-1,1,23,14,2018,8,23,13,1,23,14,True,False,True,False,True
357,2,-1,12,10,170,0,2,8,15,2018,6,4,10,2,8,15,True,False,True,False,False
358,1,-1,92,10,160,-1,3,22,6,2019,2,25,10,3,22,6,True,False,True,False,True
359,0,-1,58,10,200,-1,3,18,9,2019,3,13,21,3,18,9,True,False,True,False,True
360,0,-1,34,20,200,-1,3,20,15,2018,3,7,10,3,20,15,True,False,True,False,True
361,1,-1,43,10,10,-1,2,28,8,2019,1,8,11,2,28,8,True,False,True,False,True
362,2,-1,67,10,110,-1,3,25,13,2019,3,25,13,3,25,13,True,False,False,True,False
363,1,-1,3,20,10,-1,1,16,7,2018,4,4,15,1,16,7,True,False,True,False,True
364,0,-1,60,30,200,-1,1,18,8,2018,11,28,16,1,18,8,True,True,True,False,True
365,0,-1,34,40,200,-1,1,15,14,2019,1,15,14,1,15,14,True,True,True,False,True
366,1,-1,87,60,10,-1,2,2,8,2019,1,28,13,2,2,8,True,True,True,False,True
367,0,-1,16,80,10,-1,3,27,7,2019,2,20,19,3,27,7,True,False,True,False,True
368,0,-1,95,10,200,-1,3,14,13,2019,3,2,16,3,14,13,True,False,True,False,True
369,0,-1,68,10,10,-1,2,25,9,2019,1,16,10,2,25,9,True,False,True,False,True
370,0,-1,34,10,200,-1,3,19,7,2018,3,9,11,3,19,7,True,False,True,False,True
371,0,40,30,10,170,-1,3,26,11,2018,12,17,15,3,26,11,True,False,True,False,True
372,1,-1,81,20,10,-1,3,11,13,2019,2,20,1,3,11,13,True,False,True,False,True
373,1,-1,73,100,10,-1,2,19,12,2018,11,13,11,2,19,12,True,True,True,False,True
374,0,-1,32,20,200,-1,2,4,14,2019,2,4,14,2,4,14,True,False,True,False,True
375,1,-1,67,10,10,0,1,29,7,2018,3,7,15,1,29,7,True,False,False,True,True
376,0,10,95,50,200,2,2,23,8,2019,1,18,12,2,23,8,True,True,True,False,True
377,2,10,95,40,50,1,2,1,8,2018,10,31,12,2,1,8,True,True,True,False,True
378,0,-1,27,10,200,-1,3,5,17,2019,3,3,17,3,5,17,True,False,True,False,True
379,0,-1,68,10,200,-1,3,1,11,2019,1,3,13,3,1,11,True,False,True,False,True
380,0,-1,43,10,180,-1,3,25,20,2019,3,25,20,3,25,20,True,False,True,False,True
381,0,-1,43,10,10,0,3,5,17,2018,1,26,14,3,5,17,True,False,True,False,True
382,1,10,43,100,10,1,1,25,10,2019,1,1,15,1,25,10,True,True,True,False,True
383,0,-1,34,40,200,-1,3,13,10,2018,3,23,17,3,13,10,True,True,True,False,True
384,2,-1,80,10,10,-1,1,17,8,2018,4,23,13,1,17,8,True,False,True,False,True
385,1,-1,34,20,200,0,2,27,19,2018,4,5,14,2,27,19,True,False,True,False,True
386,1,-1,67,10,10,-1,2,22,7,2019,2,5,11,2,22,7,True,False,True,False,True
387,0,-1,39,10,200,0,3,21,8,2014,12,6,0,3,21,8,True,False,True,False,True
388,0,-1,88,70,200,-1,2,14,17,2018,12,4,12,2,14,17,True,True,True,False,True
389,1,-1,66,10,10,-1,1,6,21,2018,12,22,21,1,6,21,True,False,True,False,True
390,2,-1,92,60,50,3,3,28,8,2018,10,4,3,3,28,8,True,True,True,False,True
391,0,-1,87,10,170,-1,1,30,9,2019,1,11,18,1,30,9,True,False,True,False,True
392,0,-1,50,10,170,-1,3,7,10,2018,12,3,8,3,7,10,True,False,True,False,True
393,0,-1,68,40,200,-1,3,3,21,2018,9,20,15,3,3,21,True,True,True,False,True
394,0,-1,34,10,200,0,2,3,15,2015,10,3,0,2,3,15,True,False,True,False,True
395,1,-1,36,30,200,-1,1,13,14,2018,9,4,17,1,13,14,True,True,True,False,True
396,0,-1,68,10,200,-1,3,22,8,2018,11,30,15,3,22,8,True,False,True,False,True
397,2,-1,6,10,200,0,1,9,20,2018,3,24,20,1,9,20,True,False,True,False,True
398,2,-1,92,10,160,-1,1,5,8,2018,10,3,7,1,5,8,True,False,True,False,True
399,1,-1,23,30,120,-1,3,30,10,2019,2,20,16,3,30,10,True,True,True,False,True
400,1,-1,61,20,10,-1,3,3,15,2019,2,15,21,3,3,15,True,False,True,False,True
401,0,-1,93,40,200,-1,1,4,8,2018,12,23,18,1,4,8,True,True,True,False,True
402,0,-1,94,30,200,0,3,5,8,2019,2,8,8,3,5,8,True,True,True,False,True
403,0,-1,30,10,10,0,3,19,11,2018,4,12,12,3,19,11,True,False,True,False,True
404,1,-1,78,10,200,-1,1,26,20,2018,10,19,11,1,26,20,True,False,True,False,True
405,0,-1,35,100,200,-1,1,31,8,2019,1,29,13,1,31,8,True,True,True,False,True
406,0,-1,6,10,160,-1,1,9,19,2019,1,9,19,1,9,19,True,False,True,False,True
407,1,-1,43,20,10,-1,3,8,9,2019,2,28,18,3,8,9,True,False,True,False,True
408,1,-1,87,10,170,-1,1,12,12,2018,12,21,14,1,12,12,True,False,True,False,True
409,1,-1,22,10,10,-1,3,27,15,2019,3,22,8,3,27,15,True,False,True,False,True
410,2,-1,96,100,50,2,2,1,13,2019,1,30,13,2,1,13,True,True,True,False,True
411,0,-1,60,20,200,0,2,28,7,2019,2,16,16,2,28,7,True,False,True,False,True
412,0,10,39,100,200,2,3,26,8,2018,12,4,16,3,26,8,True,True,True,False,True
413,0,-1,60,10,200,-1,1,22,17,2018,10,29,14,1,22,17,True,False,True,False,True
414,0,-1,61,20,80,2,3,12,13,2019,3,12,13,3,12,13,True,False,True,False,False
415,1,-1,14,10,10,0,3,7,11,2018,9,21,8,3,7,11,True,False,True,False,True
416,1,10,10,10,120,1,3,21,8,2019,2,11,12,3,21,8,True,False,True,False,True
417,0,-1,91,10,50,0,1,21,18,2018,12,4,10,1,21,18,True,False,True,False,True
418,2,-1,93,40,50,-1,1,7,8,2018,10,15,14,1,7,8,True,True,True,False,True
419,0,-1,92,100,120,3,2,13,11,2019,2,13,11,2,13,11,True,True,True,False,True
420,0,-1,57,10,200,-1,1,17,11,2019,1,7,13,1,17,11,True,False,True,False,True
421,1,-1,66,20,10,-1,3,20,16,2019,2,4,15,3,20,16,True,False,True,False,True
422,0,-1,68,10,200,-1,2,11,13,2018,9,5,12,2,11,13,True,False,True,False,True
423,1,-1,29,10,10,-1,1,11,14,2018,1,28,19,1,11,14,True,False,True,False,True
424,1,-1,81,10,170,-1,2,25,21,2019,2,26,14,2,25,21,True,False,True,False,True
425,0,-1,35,10,10,-1,2,5,17,2018,10,18,8,2,5,17,True,False,True,False,True
426,0,-1,58,70,170,-1,2,17,10,2019,2,5,7,2,17,10,True,True,True,False,True
427,1,-1,63,10,70,-1,2,7,15,2019,2,7,15,2,7,15,True,False,True,False,True
428,2,-1,93,40,50,-1,1,14,8,2019,1,10,13,1,14,8,True,True,True,False,True
429,0,-1,94,20,10,-1,2,26,10,2019,1,21,11,2,26,10,True,False,True,False,False
430,1,-1,38,10,10,0,3,7,14,2018,5,18,13,3,7,14,True,False,True,False,True
431,1,-1,36,30,10,-1,2,23,8,2019,1,28,10,2,23,8,True,True,True,False,True
432,0,-1,13,10,170,-1,1,19,17,2018,12,19,19,1,19,17,True,False,True,False,True
433,1,-1,36,30,10,-1,1,28,10,2019,1,15,9,1,28,10,True,True,True,False,True
434,2,-1,68,10,200,-1,1,22,9,2019,1,3,20,1,22,9,True,False,True,False,True
435,2,-1,95,100,50,-1,2,8,9,2019,2,4,17,2,8,9,True,True,True,False,True
436,0,-1,93,30,200,-1,3,29,12,2019,1,31,21,3,29,12,True,True,True,False,True
437,0,-1,26,60,200,-1,1,14,13,2018,8,14,8,1,14,13,True,True,True,False,True
438,2,-1,41,10,80,0,1,25,14,2018,11,3,16,1,25,14,True,False,True,False,True
439,1,-1,315710,10,160,0,1,21,20,2018,10,22,18,1,21,20,True,False,True,False,True
440,1,-1,70,20,200,0,1,28,9,2019,1,6,18,1,28,9,True,False,True,False,True
441,1,-1,32,20,10,-1,1,23,10,2019,1,7,11,1,23,10,True,False,True,False,True
442,1,-1,93,40,50,-1,1,16,19,2018,10,15,20,1,16,19,True,True,True,False,True
443,1,-1,81,20,10,0,1,29,11,2019,1,28,10,1,29,11,True,False,True,False,True
444,0,-1,34,40,200,-1,3,23,9,2018,11,10,18,3,23,9,True,True,True,False,True
445,0,-1,61,10,200,0,3,23,9,2016,10,26,0,3,23,9,True,False,True,False,True
446,1,-1,22,10,10,-1,3,5,13,2018,12,21,14,3,5,13,True,False,True,False,True
447,0,-1,36,10,10,0,1,26,7,2018,3,27,19,1,26,7,True,False,True,False,True
448,0,-1,11,20,80,0,2,19,17,2018,11,4,16,2,19,17,True,False,True,False,True
449,0,-1,68,70,200,-1,2,26,15,2018,1,16,9,2,26,15,True,True,True,False,True
450,0,-1,60,10,200,0,3,23,18,2019,1,3,13,3,23,18,True,False,True,False,True
451,1,-1,92,100,50,-1,1,22,12,2019,1,17,13,1,22,12,True,True,True,False,True
452,0,-1,70,60,200,-1,2,7,12,2018,11,12,16,2,7,12,True,True,True,False,True
453,0,-1,88,10,200,0,1,26,10,2018,10,20,13,1,26,10,True,False,True,False,True
454,2,-1,96,40,50,1,1,21,15,2018,10,19,15,1,21,15,True,True,True,False,True
455,0,-1,27,10,200,-1,3,6,9,2019,2,26,10,3,6,9,True,False,True,False,True
456,1,-1,43,10,10,-1,1,28,7,2017,8,2,12,1,28,7,True,False,True,False,True
457,0,10,96,40,50,2,3,1,8,2018,12,7,15,3,1,8,True,True,True,False,False
458,0,-1,68,10,200,-1,1,26,16,2016,5,3,0,1,26,16,True,False,True,False,True
459,1,-1,69,10,10,-1,3,26,8,2018,7,2,8,3,26,8,True,False,True,False,True
460,2,-1,13,10,200,-1,2,20,8,2019,2,20,8,2,20,8,True,False,True,False,True
461,1,-1,61,20,10,-1,2,10,10,2018,12,12,14,2,10,10,True,False,True,False,True
462,2,-1,79,10,10,0,1,28,6,2018,10,1,6,1,28,6,True,False,True,False,True
463,0,-1,15,10,160,0,1,10,18,2018,7,27,7,1,10,18,True,False,True,False,True
464,2,10,95,100,50,4,2,1,8,2019,1,19,0,2,1,8,True,True,True,False,True
465,1,-1,18,10,10,-1,3,24,8,2017,12,1,8,3,24,8,True,False,True,False,True
466,0,-1,75,10,200,-1,1,8,13,2019,1,1,16,1,8,13,True,False,True,False,True
467,2,-1,74,10,200,0,1,30,15,2018,1,27,11,1,30,15,True,False,True,False,True
468,1,-1,69,10,200,-1,2,21,2,2018,12,6,16,2,21,2,True,False,True,False,True
469,0,-1,30,80,200,-1,3,19,10,2019,3,18,20,3,19,10,True,False,True,False,True
470,0,-1,90,10,10,-1,1,16,13,2019,1,16,13,1,16,13,True,False,True,False,True
471,0,-1,52,20,80,-1,2,11,10,2019,1,31,10,2,11,10,True,False,True,False,True
472,2,-1,91,10,10,-1,3,5,9,2019,3,1,15,3,5,9,True,False,True,False,True
473,0,-1,39,80,200,0,2,8,7,2019,1,23,12,2,8,7,True,False,True,False,True
474,0,-1,94,10,160,-1,3,20,14,2019,3,5,15,3,20,14,True,False,True,False,True
475,0,-1,68,10,200,-1,3,4,14,2018,4,6,18,3,4,14,True,False,True,False,True
476,2,10,96,100,50,2,2,4,14,2018,12,19,13,2,4,14,True,True,True,False,True
477,0,-1,34,10,200,0,3,25,19,2018,9,4,12,3,25,19,True,False,True,False,True
478,2,-1,32,20,10,-1,3,15,6,2019,1,25,18,3,15,6,True,False,True,False,True
479,1,-1,51,10,10,-1,3,8,18,2018,7,20,21,3,8,18,True,False,True,False,True
480,1,-1,22,20,200,-1,2,14,14,2019,2,14,14,2,14,14,True,False,True,False,True
481,1,-1,81,10,10,-1,3,18,14,2019,1,23,23,3,18,14,True,False,True,False,True
482,0,-1,70,100,200,-1,3,4,19,2019,1,22,9,3,4,19,True,True,True,False,True
483,0,-1,68,60,200,-1,3,28,21,2017,11,20,0,3,28,21,True,True,True,False,True
484,1,-1,46,20,10,-1,3,2,10,2018,11,23,15,3,2,10,True,False,True,False,True
485,0,-1,29,10,10,-1,2,28,18,2018,12,10,19,2,28,18,True,False,True,False,True
486,1,30,84,10,10,0,3,3,8,2017,12,26,13,3,3,8,True,False,True,False,True
487,0,-1,36,10,10,-1,3,4,7,2018,12,11,11,3,4,7,True,False,True,False,True
488,2,-1,101,50,120,-1,2,21,12,2019,1,7,10,2,21,12,True,True,True,False,True
489,0,-1,32,10,200,-1,2,3,17,2019,2,3,17,2,3,17,True,False,True,False,True
490,0,-1,35,10,200,-1,1,31,16,2019,1,27,18,1,31,16,True,False,True,False,True
491,0,-1,54,10,10,-1,3,18,11,2019,2,19,11,3,18,11,True,False,True,False,True
492,0,-1,6,30,160,-1,2,22,8,2019,2,22,8,2,22,8,True,True,True,False,True
493,0,-1,83,40,170,-1,1,2,9,2018,12,21,10,1,2,9,True,True,True,False,True
494,0,-1,68,10,200,-1,3,2,10,2018,5,20,16,3,2,10,True,False,True,False,True
495,0,-1,70,10,200,0,1,11,20,2018,3,19,13,1,11,20,True,False,True,False,True
496,1,-1,69,20,200,-1,3,27,9,2017,3,16,0,3,27,9,True,False,True,False,True
497,0,-1,95,40,50,1,3,4,11,2019,1,8,9,3,4,11,True,True,True,False,True
498,0,-1,60,20,200,0,2,11,7,2019,2,7,11,2,11,7,True,False,True,False,True
499,1,-1,3,30,10,-1,3,12,8,2018,12,28,9,3,12,8,True,True,True,False,True
500,0,-1,45,10,170,-1,2,17,16,2018,12,8,19,2,17,16,True,False,True,False,True
501,2,-1,30,40,10,-1,1,29,8,2018,10,19,17,1,29,8,True,True,True,False,True
502,2,-1,22,10,200,-1,2,8,20,2019,2,12,10,2,8,20,True,False,True,False,True
503,0,-1,32,20,110,-1,1,24,13,2019,1,23,16,1,24,13,True,False,True,False,True
504,0,-1,79,20,200,0,3,30,12,2019,3,28,10,3,30,12,True,False,True,False,True
505,1,-1,70,20,200,0,3,19,9,2018,3,19,13,3,19,9,True,False,True,False,False
506,2,-1,80,10,200,0,2,28,8,2018,1,18,11,2,28,8,True,False,True,False,True
507,0,-1,35,10,200,0,3,27,8,2016,9,14,0,3,27,8,True,False,True,False,True
508,0,-1,93,20,200,0,3,27,10,2018,10,28,22,3,27,10,True,False,True,False,True
509,1,-1,50,100,10,-1,2,28,7,2019,2,4,16,2,28,7,True,True,True,False,True
510,0,-1,40,10,120,-1,3,13,9,2019,2,26,12,3,13,9,True,False,True,False,True
511,1,-1,81,20,10,0,3,13,14,2019,3,4,11,3,13,14,True,False,True,False,True
512,0,-1,70,10,200,-1,3,12,12,2018,11,9,13,3,12,12,True,False,True,False,True
513,2,-1,78,30,200,-1,2,4,7,2018,10,26,0,2,4,7,True,True,True,False,True
514,1,-1,22,10,10,-1,1,24,19,2018,10,15,18,1,24,19,True,False,True,False,True
515,0,-1,2,10,120,0,3,31,10,2019,3,31,10,3,31,10,True,False,True,False,True
516,1,30,84,10,10,0,1,10,15,2017,12,26,13,1,10,15,True,False,True,False,True
517,0,-1,39,20,120,-1,1,14,9,2018,12,13,11,1,14,9,True,False,True,False,True
518,2,-1,36,40,50,-1,3,21,11,2019,3,2,15,3,21,11,True,True,True,False,True
519,0,-1,70,10,200,-1,2,12,13,2018,9,13,8,2,12,13,True,False,True,False,True
520,1,-1,43,10,10,0,3,2,10,2019,1,23,16,3,2,10,True,False,True,False,True
521,1,-1,92,10,160,-1,3,6,21,2019,2,7,16,3,6,21,True,False,True,False,True
522,0,-1,68,10,200,-1,3,8,11,2019,2,6,7,3,8,11,True,False,True,False,True
523,0,-1,45,10,200,-1,1,13,21,2019,1,11,19,1,13,21,True,False,True,False,True
524,2,-1,93,60,50,-1,1,14,16,2018,10,18,12,1,14,16,True,True,True,False,True
525,1,-1,29,120,10,-1,2,9,13,2019,1,25,21,2,9,13,True,False,True,False,True
526,0,-1,78,60,200,2,3,2,7,2019,2,25,12,3,2,7,True,True,True,False,True
527,0,-1,31,30,120,-1,3,14,8,2018,5,24,10,3,14,8,True,True,True,False,True
528,0,-1,60,40,200,-1,1,28,16,2019,1,19,11,1,28,16,True,True,True,False,True
529,0,-1,78,40,120,-1,1,21,13,2019,1,21,13,1,21,13,True,True,True,False,True
530,0,-1,51,70,170,-1,1,20,23,2018,12,21,6,1,20,23,True,False,True,False,True
531,0,-1,36,10,200,0,1,14,9,2017,12,11,11,1,14,9,True,False,True,False,True
532,0,-1,60,40,200,-1,3,6,11,2019,1,5,8,3,6,11,True,True,True,False,True
533,1,-1,78,10,200,0,3,13,7,2018,10,1,7,3,13,7,True,False,True,False,True
534,0,-1,34,10,200,0,2,11,8,2018,11,15,14,2,11,8,True,False,True,False,True
535,1,-1,3,10,100,0,1,9,7,2014,8,3,0,1,9,7,False,False,True,False,True
536,0,-1,25,10,80,0,1,22,0,2018,12,21,19,1,22,0,True,False,True,False,True
537,0,-1,1,10,120,-1,3,28,8,2019,3,28,8,3,28,8,True,False,True,False,True
538,0,-1,68,10,200,-1,1,18,12,2018,1,10,16,1,18,12,True,False,True,False,True
539,2,-1,93,40,50,-1,1,11,13,2018,9,15,12,1,11,13,True,True,True,False,True
540,0,-1,35,10,200,-1,3,5,22,2019,3,6,8,3,5,22,True,False,True,False,True
541,0,-1,34,10,200,-1,2,13,8,2019,1,15,11,2,13,8,True,False,True,False,True
542,1,-1,93,10,200,0,1,14,16,2018,10,1,13,1,14,16,True,False,True,False,True
543,0,-1,39,10,200,0,3,14,12,2014,8,24,0,3,14,12,True,False,True,False,True
544,1,-1,93,20,10,-1,1,31,17,2018,9,21,13,1,31,17,True,False,True,False,True
545,1,-1,85,10,160,-1,1,26,19,2019,2,1,14,1,26,19,True,False,False,True,True
546,0,-1,58,10,170,-1,1,4,13,2019,1,2,18,1,4,13,True,False,True,False,True
547,0,-1,96,10,10,-1,1,24,16,2019,1,9,16,1,24,16,True,False,True,False,True
548,0,-1,68,10,200,-1,2,1,12,2018,11,11,16,2,1,12,True,False,True,False,True
549,1,-1,55,30,100,-1,3,25,21,2018,3,21,10,3,25,21,True,True,True,False,True
550,1,-1,68,10,200,-1,1,15,18,2018,12,7,9,1,15,18,True,False,True,False,True
551,1,20,96,70,160,1,1,21,17,2019,1,18,10,1,21,17,True,True,True,False,True
552,2,-1,24,10,10,-1,3,8,10,2019,2,18,8,3,8,10,True,False,True,False,True
553,1,-1,3,20,10,-1,3,31,11,2018,4,4,15,3,31,11,True,False,True,False,True
554,0,10,94,70,200,-1,3,8,15,2019,2,28,18,3,8,15,True,True,True,False,True
555,1,-1,13,120,200,-1,1,18,10,2019,1,18,10,1,18,10,True,False,True,False,True
556,0,10,39,40,120,3,3,20,16,2018,6,6,12,3,20,16,True,True,True,False,False
557,1,-1,43,10,10,-1,2,5,7,2018,11,29,13,2,5,7,True,False,True,False,True
558,0,-1,92,20,160,-1,3,31,5,2018,12,3,9,3,31,5,True,False,True,False,True
559,0,-1,45,10,170,0,3,30,10,2018,8,13,14,3,30,10,True,False,True,False,True
560,0,-1,28,20,200,-1,1,28,9,2018,3,23,14,1,28,9,True,False,True,False,True
561,1,-1,43,10,10,-1,2,12,10,2018,11,27,14,2,12,10,True,False,True,False,True
562,0,-1,16,80,50,-1,1,11,12,2018,8,21,12,1,11,12,True,False,True,False,True
563,2,-1,59,10,200,-1,2,20,9,2019,2,20,9,2,20,9,True,False,True,False,True
564,1,-1,18,10,10,-1,2,17,8,2018,11,16,11,2,17,8,True,False,True,False,True
565,1,-1,70,10,200,-1,2,10,12,2018,10,17,17,2,10,12,True,False,True,False,True
566,0,-1,13,20,200,-1,1,26,13,2019,1,26,13,1,26,13,True,False,True,False,True
567,0,-1,45,10,200,-1,2,24,13,2018,10,24,14,2,24,13,True,False,True,False,True
568,2,-1,32,40,190,-1,3,16,8,2018,12,20,16,3,16,8,True,True,True,False,True
569,1,-1,69,10,10,-1,1,17,14,2018,12,24,15,1,17,14,True,False,True,False,True
570,0,-1,70,10,200,-1,2,17,12,2018,9,9,18,2,17,12,True,False,True,False,True
571,0,-1,36,40,200,1,3,6,9,2019,3,6,7,3,6,9,True,True,True,False,True
572,0,-1,78,20,200,-1,1,9,8,2019,1,8,11,1,9,8,True,True,True,False,True
573,0,-1,31,20,120,-1,3,1,9,2019,2,25,8,3,1,9,True,False,True,False,True
574,0,-1,43,10,110,-1,3,12,10,2019,2,2,13,3,12,10,True,False,True,False,True
575,1,-1,55,10,100,-1,2,4,17,2018,1,11,22,2,4,17,True,False,True,False,True
576,0,-1,36,10,200,-1,3,7,8,2019,3,2,15,3,7,8,True,False,True,False,True
577,1,-1,68,10,200,0,3,2,14,2016,2,29,0,3,2,14,True,False,True,False,True
578,0,-1,34,20,200,-1,1,10,13,2019,1,8,15,1,10,13,True,False,True,False,True
579,0,-1,17,10,200,-1,1,17,16,2019,1,16,17,1,17,16,True,False,True,False,True
580,2,-1,93,40,50,-1,1,21,16,2019,1,21,16,1,21,16,True,True,True,False,True
581,2,-1,73,100,50,-1,2,22,16,2019,2,20,10,2,22,16,True,True,True,False,True
582,1,-1,46,10,160,-1,2,12,19,2018,6,2,7,2,12,19,True,False,True,False,True
583,0,-1,47,10,200,-1,1,30,8,2018,12,9,9,1,30,8,True,False,True,False,True
